index,core-mof-id
3012,2012[Zn][ant]3[ASR]3
3013,2005[Cu][nbo]3[ASR]1
3014,2022[Co][nan]3[ASR]3
3015,2022[Co][nan]3[ASR]4
3016,2017[Fe][nan]3[ASR]2
3017,2017[Fe][nan]3[ASR]3
3018,2020[Zn][pcu]3[ASR]6
3019,2011[Sc][nan]3[ASR]3
3020,2011[Sc][nan]3[ASR]4
3021,2011[Sc][nan]3[ASR]5
3022,2011[Sc][nan]3[ASR]6
3023,2011[Sc][nan]3[ASR]7
3024,2011[Sc][nan]3[ASR]8
3025,2014[Sc][nan]3[ASR]1
3026,2014[Sc][nan]3[ASR]2
3027,2014[Sc][nan]3[ASR]3
3028,2014[Sc][nan]3[ASR]4
3029,2015[Sc][nan]3[ASR]6
3030,2016[Sc][nan]3[ASR]1
3031,2016[Sc][nan]3[ASR]2
3032,2020[Zn][pcu]3[ASR]7
3033,2012[Cd][dia]3[ASR]1
3034,2012[Cd][dia]3[ASR]2
3035,2012[Cd][dia]3[ASR]3
3036,2006[Cu][nan]2[ASR]1
3037,2012[Co][pcu]3[ASR]5
3038,2012[Cd][dia]3[ASR]4
3039,2012[ZnU][nan]3[ASR]1
3040,2012[Zn][etb]3[ASR]1
3041,2012[Zn][etb]3[ASR]2
3042,2015[Zn][ant]3[ASR]1
3043,2012[Zn][rob]3[ASR]1
3044,2012[Cu][bpq]3[ASR]1
3045,0000[Zn][sql]2[ASR]1
3046,2012[Ni][nan]3[ASR]2
3047,2012[Cd][rtl]3[ASR]1
3048,2012[CuRh][zim]3[ASR]1
3049,0000[Zn][hex]3[ASR]1
3050,2017[Cd][sql]2[ASR]8
3051,2017[Cd][tav]3[ASR]1
3052,2018[Cu][nan]3[ASR]11
3053,2018[Cu][iab]3[ASR]1
3054,2018[Cd][nan]3[ASR]11
3055,2018[Zn][nan]3[ASR]3
3056,2019[Cu][dia]3[ASR]2
3057,2017[Cd][nan]2[ASR]2
3058,2017[Zn][nan]2[ASR]4
3059,2012[Cd][ths]3[ASR]1
3060,2012[Zn][nan]3[ASR]8
3061,2012[Co][nan]3[ASR]6
3062,2018[Yb][fcu]3[ASR]1
3063,2018[Dy][fcu]3[ASR]1
3064,2006[NiMo][nan]3[ASR]1
3065,2018[Zn][pcu]3[ASR]14
3066,2006[Zn][nan]3[ASR]1
3067,2018[Cd][nan]3[ASR]12
3068,2017[Zr][flu]3[ASR]1
3069,2017[Zr][flu]3[ASR]2
3070,2017[Zr][scu]3[ASR]2
3071,2017[Zr][scu]3[ASR]3
3072,2017[Zr][scu]3[ASR]4
3073,2017[Zr][scu]3[ASR]5
3074,2017[Zr][scu]3[ASR]6
3075,2006[Zn][nan]3[ASR]2
3076,2022[Eu][acs]3[ASR]1
3077,2007[ZnV][nan]3[ASR]1
3078,2006[Cd][pcu]3[ASR]1
3079,2023[Cd][dia]3[ASR]4
3080,2023[Cd][nan]3[ASR]4
3081,2007[Mg][dia]3[ASR]1
3082,2007[Mn][dia]3[ASR]1
3083,1998[In][nan]3[ASR]1
3084,2013[Zn][pts]3[ASR]2
3085,2013[Cd][nan]3[ASR]4
3086,2013[Gd][nan]3[ASR]2
3087,2013[Cd][tfw]3[ASR]1
3088,2013[Tb][msw]3[ASR]1
3089,2013[Zn][tfz]3[ASR]1
3090,2013[Zn][nan]3[ASR]6
3091,2013[Zn][pcu]3[ASR]1
3092,2007[Zn][pcu]3[ASR]1
3093,2007[Zn][pcu]3[ASR]2
3094,2007[Zn][gis]3[ASR]1
3095,2007[Zn][nog]3[ASR]1
3096,2007[Cu][cds]3[ASR]1
3097,2013[Ni][cds]3[ASR]1
3098,2013[Cd][nan]3[ASR]5
3099,2013[Zn][nan]3[ASR]7
3100,2013[In][unc]3[ASR]1
3101,2018[Zn][sql]2[ASR]9
3102,2018[Zn][sql]2[ASR]10
3103,2018[Zn][sql]2[ASR]11
3104,2018[Zn][sql]2[ASR]12
3105,2023[Co][hcb]2[ASR]1
3106,0000[Ce][ant]3[ASR]1
3107,2023[La][mog]3[ASR]1
3108,2023[Cd][lvt]3[ASR]1
3109,2018[NiCo][scu]3[ASR]1
3110,2018[NiCo][scu]3[ASR]2
3111,2018[NiCo][scu]3[ASR]3
3112,2018[NiCo][scu]3[ASR]4
3113,2013[Zn][bbf]3[ASR]1
3114,2019[Cd][hcb]2[ASR]5
3115,2023[Th][sql]2[ASR]1
3116,2023[CuTh][sql]2[ASR]1
3117,2023[CoTh][sql]2[ASR]1
3118,2013[Co][nan]3[ASR]11
3119,2014[Eu][nan]3[ASR]3
3120,2014[Mn][rtl]3[ASR]1
3121,2007[Zn][nan]3[ASR]3
3122,2008[Zn][nan]3[ASR]3
3123,2019[Zn][sql]2[ASR]5
3124,2019[Cd][bcu]3[ASR]1
3125,2019[Fe][nan]3[ASR]1
3126,2019[Zn][tfw]3[ASR]1
3127,2008[Ni][nan]3[ASR]1
3128,2008[Ni][ins]3[ASR]1
3129,2019[Cu][sql]2[ASR]7
3130,2019[Tb][nan]3[ASR]5
3131,2019[Cu][nan]3[ASR]5
3132,2019[Ca][pts]3[ASR]1
3133,2012[Zn][dia]3[ASR]3
3134,2008[Cu][dia]3[ASR]2
3135,2019[Eu][nan]3[ASR]6
3136,2014[CrMn][nan]3[ASR]1
3137,2008[Cu][ssa]3[ASR]1
3138,2019[Cd][flu]3[ASR]1
3139,0000[Fe][dia]3[ASR]1
3140,2019[Cd][nan]2[ASR]3
3141,2019[Gd][bnn]3[ASR]2
3142,2008[Zn][crs]3[ASR]1
3143,2019[Cu][sql]2[ASR]8
3144,2008[Cu][mab]3[ASR]1
3145,2014[Sc][nan]3[ASR]5
3146,2014[Sc][nan]3[ASR]6
3147,2014[Sc][nan]3[ASR]7
3148,2014[Sc][nan]3[ASR]8
3149,2014[Sc][nan]3[ASR]9
3150,2014[Sc][nan]3[ASR]10
3151,2014[Sc][nan]3[ASR]11
3152,1999[Co][crb]3[ASR]1
3153,2014[Zn][nan]3[ASR]17
3154,2014[Zn][pcu]3[ASR]9
3155,2007[Ga][nan]3[ASR]1
3156,2014[Mg][nan]3[ASR]1
3157,2014[Mg][nan]3[ASR]2
3158,2014[Mg][nan]3[ASR]3
3159,2014[Mg][nan]3[ASR]4
3160,2015[Mg][nan]3[ASR]4
3161,2014[Mg][nan]3[ASR]5
3162,2014[Mg][nan]3[ASR]6
3163,2014[Mg][nan]3[ASR]7
3164,2019[Ni][nan]3[ASR]6
3165,2019[Cd][nan]3[ASR]10
3166,2009[Cd][sqc]3[ASR]1
3167,2009[Cd][sqc]3[ASR]2
3168,2014[Fe][dia]3[ASR]1
3169,2019[Cd][nan]3[ASR]11
3170,2014[ErAg][nan]3[ASR]1
3171,2015[Co][crs]3[ASR]1
3172,2015[Cu][nan]3[ASR]15
3173,2019[Ni][bey]2[ASR]1
3174,2014[Ag][nan]2[ASR]1
3175,2009[Cd][nan]3[ASR]2
3176,2009[Zn][nan]3[ASR]3
3177,2009[Cd][nan]3[ASR]3
3178,2014[Cu][nan]3[ASR]11
3179,2014[Cu][nan]3[ASR]12
3180,2014[Ni][nan]2[ASR]1
3181,2015[Cu][rtl]3[ASR]1
3182,2015[Cu][rtl]3[ASR]2
3183,2015[Cu][rtl]3[ASR]3
3184,2014[Cd][sqc]3[ASR]1
3185,2014[Al][nan]3[ASR]1
3186,2014[Al][nan]3[ASR]2
3187,2019[Sc][soc]3[ASR]1
3188,2009[InLi][flu]3[ASR]1
3189,2009[AgSm][nan]3[ASR]1
3190,2015[Zn][pcu]3[ASR]5
3191,2015[U][srs]3[ASR]1
3192,2015[Cu][urj]3[ASR]1
3193,2020[Sm][pts]3[ASR]1
3194,2020[Zn][nan]3[ASR]56
3195,2020[Mn][ant]3[ASR]2
3196,2020[Co][ant]3[ASR]1
3197,2020[Co][ant]3[ASR]2
3198,2020[Mn][pcu]3[ASR]2
3199,2002[AsFe][nan]3[ASR]1
3200,0000[Zn][hms]3[ASR]1
3201,0000[CuNd][jaj]3[ASR]1
3202,2015[Zn][nan]3[ASR]24
3203,2015[Zn][nan]3[ASR]25
3204,2020[Eu][nan]3[ASR]5
3205,2015[Zn][crs]3[ASR]1
3206,2010[Co][nan]3[ASR]6
3207,2010[Co][hex]3[ASR]1
3208,2003[Ce][nia]3[ASR]1
3209,2020[Cd][nan]2[ASR]1
3210,2020[Cd][nan]2[ASR]2
3211,2020[Er][nan]3[ASR]2
3212,2020[Ho][nan]3[ASR]2
3213,2020[Lu][nan]3[ASR]1
3214,2020[Yb][nan]3[ASR]2
3215,2020[Tm][nan]3[ASR]1
3216,2016[La][nan]3[ASR]4
3217,2010[Mo][nan]3[ASR]1
3218,2007[Zn][nan]3[ASR]4
3219,2015[Zn][nan]3[ASR]26
3220,2015[Zn][sra]3[ASR]2
3221,2015[Cd][nan]3[ASR]11
3222,2015[Th][flu]3[ASR]1
3223,2015[Th][nan]3[ASR]1
3224,2003[Co][pcu]3[ASR]1
3225,2015[Cd][nan]3[ASR]12
3226,0000[Cd][nan]3[ASR]4
3227,2015[Cd][nan]3[ASR]13
3228,2003[Ni][nan]3[ASR]1
3229,2009[Co][pcu]3[ASR]1
3230,2010[Cd][pcu]3[ASR]1
3231,2010[Cd][pcu]3[ASR]2
3232,2011[CuEr][stp]3[ASR]1
3233,2011[HoCu][stp]3[ASR]2
3234,2011[CuLa][stp]3[ASR]1
3235,2011[CuNd][stp]3[ASR]1
3236,2011[CuSm][stp]3[ASR]1
3237,2011[CuLa][stp]3[ASR]2
3238,2011[CuGd][stp]3[ASR]1
3239,2011[Zn][uni]3[ASR]1
3240,2011[Zn][uni]3[ASR]2
3241,2011[Zn][uni]3[ASR]3
3242,2011[Zn][uni]3[ASR]4
3243,2011[Zn][uni]3[ASR]5
3244,2011[Zn][uni]3[ASR]6
3245,2011[CuW][dia]3[ASR]2
3246,2021[Cu][xft]3[ASR]1
3247,2017[Zn][nan]3[ASR]10
3248,2017[Co][nan]3[ASR]12
3249,2017[Cd][sql]2[ASR]9
3250,2011[Cu][pts]3[ASR]1
3251,2017[Cd][nan]3[ASR]6
3252,2017[Cd][sqc]3[ASR]1
3253,2004[Cu][sra]3[ASR]1
3254,2011[Zn][nan]3[ASR]9
3255,2021[Ni][dia]3[ASR]1
3256,2004[Cu][mog]3[ASR]2
3257,2006[Cd][nan]3[ASR]4
3258,2010[Zn][pyr]3[ASR]1
3259,2011[V][sra]3[ASR]2
3260,2011[Zn][pcu]3[ASR]8
3261,2012[Co][sqp]3[ASR]2
3262,2012[Cd][uoc]3[ASR]1
3263,2013[ZnMn][nan]3[ASR]1
3264,2013[La][nan]3[ASR]3
3265,2013[Y][nan]3[ASR]1
3266,2013[Cd][nan]3[ASR]6
3267,2013[Cd][nan]3[ASR]7
3268,2013[Cu][sqc]2[ASR]1
3269,2013[Zn][nan]3[ASR]8
3270,2014[Cu][bcu]3[ASR]2
3271,2014[Zn][sql]2[ASR]1
3272,2014[Zn][bcs]3[ASR]1
3273,2014[Cu][nan]3[ASR]13
3274,2014[Co][sql]2[ASR]1
3275,2014[Co][nan]3[ASR]14
3276,2014[Mn][nan]3[ASR]6
3277,2015[CeCo][nan]3[ASR]1
3278,2015[PrCo][nan]3[ASR]1
3279,2015[Th][nan]3[ASR]2
3280,2015[V][bpq]3[ASR]1
3281,2015[Zn][sod]3[ASR]1
3282,2015[Zr][fcu]3[ASR]2
3283,2015[Zn][dia]3[ASR]2
3284,2016[Ga][nan]3[ASR]1
3285,2016[Ga][nan]3[ASR]2
3286,2016[Ga][nan]3[ASR]3
3287,2015[Sm][sql]2[ASR]1
3288,2016[CuSi][sql]2[ASR]1
3289,2016[Ni][nbo]3[ASR]1
3290,2016[ZnCo][pcu]3[ASR]1
3291,2016[ZnFe][nan]2[ASR]1
3292,2016[Ti][srs]3[ASR]1
3293,2015[Ti][sql]2[ASR]1
3294,2016[Ni][neb]3[ASR]3
3295,2016[Ni][neb]3[ASR]4
3296,2016[Co][sql]2[ASR]5
3297,2016[Cd][nan]2[ASR]2
3298,2016[Cd][nan]2[ASR]3
3299,2016[Tb][fcu]3[ASR]1
3300,2017[Zn][nan]2[ASR]5
3301,2016[Zn][nan]3[ASR]15
3302,2017[Co][gra]3[ASR]1
3303,2017[Fe][kag]3[ASR]1
3304,2017[Gd][mog]3[ASR]1
3305,2007[CuEu][nan]3[ASR]1
3306,2009[Zn][nan]3[ASR]4
3307,2011[In][sra]3[ASR]1
3308,2011[Co][fsc]3[ASR]1
3309,2011[Co][uni]3[ASR]1
3310,2011[Ag][dnx]3[ASR]1
3311,2011[Ag][dnx]3[ASR]2
3312,2017[Fe][nan]3[ASR]4
3313,2006[Sc][acs]3[ASR]1
3314,2001[Cu][nan]3[ASR]1
3315,2011[Mn][utp]3[ASR]1
3316,2011[Zn][nan]3[ASR]10
3317,2011[Zn][nan]3[ASR]11
3318,2011[La][nan]3[ASR]2
3319,2006[La][sqc]3[ASR]1
3320,2023[Sn][srs]3[ASR]1
3321,2023[Cd][hex]3[ASR]1
3322,2015[V][bpq]3[ASR]2
3323,2015[V][bpq]3[ASR]3
3324,2006[V][bpq]3[ASR]1
3325,2015[Zn][nan]3[ASR]27
3326,2015[Zn][nan]3[ASR]28
3327,2023[Cu][nan]3[ASR]5
3328,2023[Co][nan]3[ASR]9
3329,2023[Cu][nan]3[ASR]6
3330,2023[Cu][nan]3[ASR]7
3331,2023[Cu][nan]3[ASR]8
3332,2023[Cu][nan]3[ASR]9
3333,2013[CuMn][nan]3[ASR]1
3334,2012[Cu][rtl]3[ASR]1
3335,2012[Cu][rtl]3[ASR]2
3336,2018[Cd][sql]2[ASR]3
3337,2018[Zn][sql]2[ASR]13
3338,2018[Zn][sql]2[ASR]14
3339,2018[Cu][fes]2[ASR]1
3340,2019[Eu][nan]3[ASR]7
3341,2013[Zn][pcu]3[ASR]2
3342,2008[CoMo][nan]3[ASR]1
3343,2013[Mg][nan]3[ASR]1
3344,2017[Sm][kgd]2[ASR]1
3345,2017[Eu][kgd]2[ASR]2
3346,2017[Gd][kgd]2[ASR]1
3347,2017[Tb][kgd]2[ASR]1
3348,2017[Dy][kgd]2[ASR]1
3349,2017[Er][kgd]2[ASR]1
3350,2013[Zn][crb]3[ASR]2
3351,2013[Zn][crb]3[ASR]3
3352,2013[Zn][crb]3[ASR]4
3353,2013[Zn][crb]3[ASR]5
3354,2013[Zn][crb]3[ASR]6
3355,2018[Gd][nan]3[ASR]2
3356,2018[In][dia]3[ASR]1
3357,0000[CeZr][pth]3[ASR]1
3358,2019[Zn][bsn]2[ASR]1
3359,2015[Eu][nan]3[ASR]4
3360,2015[Zn][nan]3[ASR]29
3361,2015[Zn][nan]3[ASR]30
3362,2022[Zn][nan]3[ASR]9
3363,2015[Cd][pcu]3[ASR]4
3364,2012[Sm][nan]3[ASR]3
3365,2015[Zn][srs]3[ASR]1
3366,0000[Cd][bcu]3[ASR]1
3367,2015[Cd][bcu]3[ASR]1
3368,2015[Cd][bcu]3[ASR]2
3369,2015[Cd][bcu]3[ASR]3
3370,2015[Zn][hea]3[ASR]2
3371,2009[Fe][pcu]3[ASR]1
3372,2014[Zn][dmc]3[ASR]2
3373,2014[Co][nan]3[ASR]15
3374,2015[Gd][nan]3[ASR]1
3375,2015[La][nan]3[ASR]1
3376,2003[Fe][nan]3[ASR]1
3377,2010[Er][mog]3[ASR]1
3378,2013[Er][mog]3[ASR]1
3379,2010[Er][mog]3[ASR]2
3380,2010[Tm][pcu]3[ASR]1
3381,2011[Cu][nan]3[ASR]2
3382,2011[Zn][nan]3[ASR]12
3383,2011[Zn][nan]3[ASR]13
3384,2016[Zn][tfz]3[ASR]1
3385,2003[Mn][dia]3[ASR]1
3386,2004[Mn][dia]3[ASR]6
3387,2007[Mn][dia]3[ASR]2
3388,2008[Mn][dia]3[ASR]3
3389,2021[U][nan]2[ASR]1
3390,2020[Zn][sql]2[ASR]13
3391,0000[Cd][pcu]3[ASR]1
3392,2003[Eu][nan]3[ASR]1
3393,2011[Nd][mog]3[ASR]1
3394,2011[Sm][mog]3[ASR]1
3395,2011[Eu][mog]3[ASR]1
3396,2011[Gd][mog]3[ASR]1
3397,2011[Tb][mog]3[ASR]1
3398,2011[Dy][mog]3[ASR]1
3399,2016[Cu][sqc]3[ASR]1
3400,2017[Cd][pcu]3[ASR]4
3401,2016[Dy][nan]3[ASR]3
3402,2016[Mg][pcu]3[ASR]1
3403,2003[La][stp]3[ASR]1
3404,2003[Ce][stp]3[ASR]1
3405,2003[Pr][stp]3[ASR]1
3406,2003[Nd][stp]3[ASR]1
3407,2016[Ni][nbo]3[ASR]2
3408,2011[Zn][nan]3[ASR]14
3409,2011[Cu][nan]3[ASR]3
3410,2010[Co][nan]3[ASR]7
3411,2021[Zn][nan]3[ASR]16
3412,2009[Zn][dia]3[ASR]2
3413,2016[Zn][cds]3[ASR]2
3414,2020[Cu][cpc]2[ASR]1
3415,2009[Zn][zni]3[ASR]1
3416,2009[Zn][zni]3[ASR]2
3417,2009[Zn][zni]3[ASR]3
3418,2008[Zn][zni]3[ASR]1
3419,2016[Zn][afi]3[ASR]1
3420,2010[Cu][lcs]3[ASR]1
3421,2010[Cu][lcs]3[ASR]2
3422,2010[Cu][bbf]3[ASR]1
3423,2010[Cu][nan]3[ASR]18
3424,2010[In][nan]3[ASR]1
3425,2019[Co][zni]3[ASR]1
3426,2016[Cu][rob]3[ASR]1
3427,2016[Cu][sql]2[ASR]1
3428,2016[Zn][nan]3[ASR]16
3429,2010[Ni][scu]3[ASR]1
3430,2016[Pr][nan]3[ASR]1
3431,2013[Ni][noz]3[ASR]1
3432,2016[Ni][ana]3[ASR]1
3433,2016[Cd][nan]3[ASR]26
3434,2016[Cd][nan]3[ASR]27
3435,2016[TbGe][pcu]3[ASR]1
3436,2016[Zn][sql]2[ASR]3
3437,2021[Cu][pcu]3[ASR]5
3438,2016[Co][nan]3[ASR]20
3439,2011[Ag][nan]3[ASR]2
3440,2016[Cd][nan]3[ASR]28
3441,2014[Co][etb]3[ASR]1
3442,2015[Zn][nan]3[ASR]31
3443,2003[Er][nan]3[ASR]1
3444,2016[Co][pcu]3[ASR]3
3445,2016[Co][nan]3[ASR]21
3446,2016[Co][nan]3[ASR]22
3447,2016[Zn][sqc]3[ASR]1
3448,2016[Zn][nan]3[ASR]17
3449,2003[Mn][dia]3[ASR]2
3450,2016[Cd][dia]3[ASR]2
3451,2016[Zn][rtl]3[ASR]1
3452,2011[Ga][nan]3[ASR]1
3453,2016[Zn][sra]3[ASR]1
3454,0000[Zn][kgd]2[ASR]1
3455,2023[Zn][kgd]2[ASR]3
3456,2003[Bi][dia]3[ASR]1
3457,2016[Cd][nan]3[ASR]29
3458,2011[Cd][nan]3[ASR]5
3459,2021[Pr][pcu]3[ASR]1
3460,2021[Nd][pcu]3[ASR]1
3461,2021[Sm][pcu]3[ASR]1
3462,2004[Cu][dia]3[ASR]1
3463,2011[DyNi][sra]3[ASR]1
3464,2011[Co][bbf]3[ASR]1
3465,2011[Zn][bbf]3[ASR]1
3466,2011[Cu][nan]3[ASR]4
3467,2021[Zn][lvt]3[ASR]1
3468,2014[Er][vmd]3[ASR]1
3469,2014[Er][vmd]3[ASR]2
3470,2011[In][dia]3[ASR]4
3471,2011[Cd][pcu]3[ASR]2
3472,2004[Eu][nan]3[ASR]1
3473,2011[Fe][nan]3[ASR]2
3474,2016[Co][nan]3[ASR]23
3475,2016[Zn][dia]3[ASR]5
3476,2011[Cd][nuc]3[ASR]1
3477,2011[Zn][tfw]3[ASR]1
3478,2011[In][pts]3[ASR]1
3479,2011[Cd][dia]3[ASR]5
3480,2003[Cu][pcu]3[ASR]1
3481,2017[Mn][rtl]3[ASR]1
3482,2017[Mn][rtl]3[ASR]2
3483,2021[Cd][sql]2[ASR]3
3484,2021[Cu][nan]3[ASR]3
3485,2021[Zn][nan]3[ASR]17
3486,2021[Zn][nan]3[ASR]18
3487,2021[Zn][nan]3[ASR]19
3488,2011[Co][nan]3[ASR]10
3489,2013[Co][nan]3[ASR]12
3490,2011[Co][nan]3[ASR]11
3491,2011[Mn][ant]3[ASR]1
3492,2015[Fe][pts]3[ASR]1
3493,2011[Ho][nan]3[ASR]1
3494,2011[Cu][rtl]3[ASR]1
3495,2011[Cu][nan]3[ASR]5
3496,2017[Zr][bcu]3[ASR]1
3497,2017[Zr][nan]3[ASR]2
3498,2004[Cu][asf]3[ASR]1
3499,2004[Cu][asf]3[ASR]2
3500,2016[Eu][nan]3[ASR]4
3501,2016[Eu][nan]3[ASR]5
3502,2021[U][cds]3[ASR]1
3503,2021[U][nan]2[ASR]2
3504,2011[V][bpq]3[ASR]2
3505,2011[V][bpq]3[ASR]3
3506,2011[V][bpq]3[ASR]4
3507,2011[V][bpq]3[ASR]5
3508,2011[V][bpq]3[ASR]6
3509,2011[V][bpq]3[ASR]7
3510,2011[V][bpq]3[ASR]8
3511,2011[Zn][dmp]3[ASR]1
3512,2011[Zn][dmp]3[ASR]2
3513,2011[Zn][pcu]3[ASR]9
3514,2011[Co][mok]3[ASR]1
3515,2016[Nd][nan]3[ASR]1
3516,2016[Pr][nan]3[ASR]2
3517,2016[Cd][rtl]3[ASR]1
3518,2016[Cd][dia]3[ASR]3
3519,2016[InCo][pts]3[ASR]1
3520,2011[CoLa][nan]3[ASR]1
3521,2011[CuW][ths]3[ASR]2
3522,2017[Ni][nan]2[ASR]1
3523,2016[Zn][ths]3[ASR]1
3524,2016[Zn][ths]3[ASR]2
3525,2017[Cd][sra]3[ASR]1
3526,2017[Dy][esg]3[ASR]1
3527,2017[Tb][esg]3[ASR]1
3528,2022[Zn][nan]3[ASR]10
3529,2011[Nd][nan]3[ASR]2
3530,2016[Eu][cds]3[ASR]1
3531,2011[Tb][nan]3[ASR]1
3532,2011[Cd][nan]3[ASR]6
3533,2004[Cr][reo]3[ASR]1
3534,2016[Ni][scu]3[ASR]1
3535,2017[Zn][crb]3[ASR]2
3536,2016[Sm][nan]3[ASR]1
3537,2016[Dy][nan]3[ASR]4
3538,2021[Cu][bcu]3[ASR]1
3539,2007[Zn][pcu]3[ASR]3
3540,0000[Zn][srs]3[ASR]1
3541,2007[Zn][srs]3[ASR]9
3542,2007[Zn][srs]3[ASR]10
3543,2007[Zn][srs]3[ASR]11
3544,2007[Zn][srs]3[ASR]12
3545,2007[Zn][srs]3[ASR]13
3546,2007[Zn][srs]3[ASR]14
3547,2007[Zn][srs]3[ASR]15
3548,2020[Cu][pcu]3[ASR]1
3549,2020[Cu][pcu]3[ASR]2
3550,2020[Co][llz]3[ASR]1
3551,2020[Zr][flu]3[ASR]1
3552,2020[Zr][flu]3[ASR]2
3553,2020[Zr][nan]3[ASR]2
3554,2020[Mg][nan]3[ASR]2
3555,2020[CuSi][pcu]2[ASR]1
3556,2020[CuSi][pcu]3[ASR]1
3557,2020[CuSi][pcu]2[ASR]2
3558,2020[Fe][tbo]3[ASR]1
3559,2020[Fe][tbo]3[ASR]2
3560,2020[Zn][fgl]3[ASR]1
3561,2020[Zn][fgl]3[ASR]2
3562,2020[Cu][lvt]3[ASR]1
3563,2020[Cu][sql]2[ASR]11
3564,2020[Y][nan]3[ASR]1
3565,2020[Y][nan]3[ASR]2
3566,2020[Ni][nan]3[ASR]3
3567,2020[V][nan]3[ASR]1
3568,2020[V][nan]3[ASR]2
3569,2020[V][nan]3[ASR]3
3570,2020[Zr][flu]3[ASR]3
3571,2020[Hf][flu]3[ASR]1
3572,0000[Co][nan]3[ASR]4
3573,0000[Co][nan]2[ASR]1
3574,0000[Co][nan]3[ASR]5
3575,0000[Co][nan]3[ASR]6
3576,0000[Co][nan]3[ASR]7
3577,0000[Co][nan]3[ASR]8
3578,0000[Co][nan]3[ASR]9
3579,0000[Co][nan]3[ASR]10
3580,0000[Co][nan]3[ASR]11
3581,2020[Zn][nan]3[ASR]57
3582,2020[Zn][nan]3[ASR]58
3583,2020[Zn][nan]3[ASR]59
3584,2020[Zn][nan]3[ASR]60
3585,2020[NiMn][nan]3[ASR]1
3586,2020[Co][nan]3[ASR]17
3587,2020[Co][nan]3[ASR]18
3588,2020[Zr][sod]3[ASR]1
3589,2011[Zn][rob]3[ASR]2
3590,2011[Zn][sod]3[ASR]3
3591,0000[CrMn][qtz]3[ASR]1
3592,2012[Zn][nan]3[ASR]9
3593,2012[Cd][nan]3[ASR]5
3594,2012[CuCd][hex]3[ASR]1
3595,2012[Zn][acs]3[ASR]3
3596,2012[Zn][acs]3[ASR]4
3597,2012[Zn][acs]3[ASR]5
3598,2012[Zn][nia]3[ASR]1
3599,2012[Zn][sql]2[ASR]1
3600,2013[Cd][rtl]3[ASR]2
3601,2013[Zn][nan]3[ASR]9
3602,2013[ZnCr][lon]3[ASR]1
3603,2013[ZnCr][lon]3[ASR]2
3604,2013[ZnCr][lon]3[ASR]3
3605,2013[ZnCr][lon]3[ASR]4
3606,2013[ZnCr][lon]3[ASR]5
3607,2013[ZnCr][lon]3[ASR]6
3608,2013[ZnCr][lon]3[ASR]7
3609,2014[Zr][fcu]3[ASR]1
3610,2014[Zn][pcu]3[ASR]10
3611,2014[Cu][dia]3[ASR]1
3612,2014[Cu][dia]3[ASR]2
3613,2014[Cu][dia]3[ASR]3
3614,2014[Cu][dia]3[ASR]4
3615,2014[Cu][dia]3[ASR]5
3616,2014[Zr][fcu]3[ASR]2
3617,2014[FeZr][soc]3[ASR]1
3618,2016[NiZr][ftw]3[ASR]1
3619,2016[Co][nan]3[ASR]24
3620,2016[Cd][nan]3[ASR]30
3621,2015[Zr][ftw]3[ASR]1
3622,2015[Zr][ftw]3[ASR]2
3623,2015[Zr][ftw]3[ASR]3
3624,2015[Zn][pcu]3[ASR]6
3625,2015[Zn][pcu]3[ASR]7
3626,2015[Zn][ith]3[ASR]1
3627,2015[Zn][ith]3[ASR]2
3628,2015[Zn][ith]3[ASR]3
3629,2015[Zn][ith]3[ASR]4
3630,0000[Zn][ith]3[ASR]1
3631,2016[Cu][nan]3[ASR]3
3632,2016[Cu][nan]3[ASR]4
3633,2016[Cu][nan]3[ASR]5
3634,2016[Zn][fgl]3[ASR]1
3635,2016[Zr][buh]3[ASR]1
3636,2016[Mg][stp]3[ASR]2
3637,2016[Co][pts]3[ASR]3
3638,2016[Co][pts]3[ASR]4
3639,2016[Co][pts]3[ASR]5
3640,2016[Co][pts]3[ASR]6
3641,2017[Ni][dia]3[ASR]3
3642,2017[Co][nan]3[ASR]13
3643,2017[Fe][fmz]3[ASR]1
3644,2017[Cu][rob]3[ASR]1
3645,2017[Cu][rob]3[ASR]2
3646,2017[Cu][rob]3[ASR]3
3647,2017[Cu][rob]3[ASR]4
3648,2017[Zr][fcu]3[ASR]1
3649,2017[ZnSi][sql]2[ASR]1
3650,2017[ZnSi][sql]2[ASR]2
3651,2017[Cu][sql]2[ASR]6
3652,2017[Cu][fog]3[ASR]1
3653,2017[Zn][nan]3[ASR]12
3654,2017[Zn][nan]3[ASR]13
3655,2017[Co][nan]3[ASR]14
3656,2017[Co][nan]3[ASR]15
3657,2017[Zn][muo]3[ASR]1
3658,2017[Ni][nan]3[ASR]3
3659,2018[Zn][nan]3[ASR]4
3660,2018[Zn][nan]3[ASR]5
3661,2017[Zr][bcu]3[ASR]2
3662,2017[Th][bcu]3[ASR]1
3663,2017[U][bcu]3[ASR]1
3664,2017[Zr][csq]3[ASR]1
3665,2017[Zr][csq]3[ASR]2
3666,2017[Zr][csq]3[ASR]3
3667,2017[Zr][csq]3[ASR]4
3668,2018[Co][nan]3[ASR]8
3669,2018[Co][nan]3[ASR]9
3670,2018[Zn][pcu]3[ASR]15
3671,2018[Zr][nan]3[ASR]3
3672,2018[Zr][bcu]3[ASR]1
3673,2018[Zr][scu]3[ASR]3
