Features,Model,MSE,R²
"Density,VF",SK_RF,0.07420196,0.9942662679190536
"Density,VF",XG_RF,0.4085421290155495,0.9684311425627902
"Density,VF",SK_GB,0.087248019,0.9932581732151857
"Density,VF",SK_LR,5.622378866,0.5655476772859263
"Density,PV",SK_RF,0.066281923,0.9948782648883383
"Density,PV",XG_RF,0.25653880612697844,0.98017674
"Density,PV",SK_GB,0.13275862517095582,0.9897414787510878
"Density,PV",SK_LR,1.0794938535698584,0.916585377
"Density,LCD",SK_RF,0.17415950687392434,0.986542351
"Density,LCD",XG_RF,3.575364408692253,0.7237245285423577
"Density,LCD",SK_GB,0.18247520268318407,0.9858997805851446
"Density,LCD",SK_LR,2.8894592857496546,0.7767257724870248
"Density,PLD",SK_RF,0.20669140248833567,0.9840285469839443
"Density,PLD",XG_RF,3.3093463713860043,0.7442802678382865
"Density,PLD",SK_GB,0.20824976704976367,0.9839081290755306
"Density,PLD",SK_LR,3.1117203649103478,0.7595512197945722
"GSA,VSA",SK_RF,0.23944021818283145,0.9814979812956804
"GSA,VSA",XG_RF,11.172542646795707,0.13667555686915045
"GSA,VSA",SK_GB,0.2834291375360603,0.9780988705914178
"GSA,VSA",SK_LR,1.2792867582998115,0.9011469847885871
"GSA,VF",SK_RF,0.2729807429186042,0.9789062386856728
"GSA,VF",XG_RF,0.4085421290155495,0.9684311425627902
"GSA,VF",SK_GB,0.23896453233658058,0.9815347384807996
"GSA,VF",SK_LR,3.895409113837789,0.6989940418857693
"GSA,PV",SK_RF,0.13260647716151167,0.9897532355283657
"GSA,PV",XG_RF,0.25653880612697844,0.98017674
"GSA,PV",SK_GB,0.13034523734877884,0.9899279659960692
"GSA,PV",SK_LR,0.6990423715713265,0.9459836148994456
"GSA,LCD",SK_RF,0.5190134996565281,0.9598948015027828
"GSA,LCD",XG_RF,3.575364408692253,0.7237245285423577
"GSA,LCD",SK_GB,0.5142222675828108,0.9602650294708219
"GSA,LCD",SK_LR,1.6246869881579196,0.8744572266443172
"GSA,PLD",SK_RF,0.9566945820836507,0.9260743195676637
"GSA,PLD",XG_RF,3.3093463713860043,0.7442802678382865
"GSA,PLD",SK_GB,0.8336407460215784,0.9355829325890579
"GSA,PLD",SK_LR,2.1686048690436857,0.8324276174076687
"VSA,VF",SK_RF,0.3875537215318828,0.9700529582743853
"VSA,VF",XG_RF,0.4085421290155495,0.9684311425627902
"VSA,VF",SK_GB,0.34652268477351217,0.9732235075468609
"VSA,VF",SK_LR,4.021089821590081,0.6892824452991446
"VSA,PV",SK_RF,0.13746807613897913,0.9893775701706549
"VSA,PV",XG_RF,0.25653880612697844,0.98017674
"VSA,PV",SK_GB,0.13028263630747886,0.989932803
"VSA,PV",SK_LR,1.3939579877569086,0.8922861123404904
"VSA,LCD",SK_RF,1.947833505524525,0.8494870568293729
"VSA,LCD",XG_RF,3.575364408692253,0.7237245285423577
"VSA,LCD",SK_GB,1.718795117909159,0.8671853055355734
"VSA,LCD",SK_LR,3.3353839262880407,0.7422682945304258
"VSA,PLD",SK_RF,2.0295458856301734,0.8431729797851615
"VSA,PLD",XG_RF,3.3093463713860043,0.7442802678382865
"VSA,PLD",SK_GB,1.8230292609574095,0.8591309273741117
"VSA,PLD",SK_LR,3.6193428135818744,0.7203262303114707
"VF,PV",SK_RF,0.067904397,0.9947528930598305
"VF,PV",XG_RF,0.25653880612697844,0.98017674
"VF,PV",SK_GB,0.080758836,0.9937596052205628
"VF,PV",SK_LR,0.9292103081608601,0.928198084
"VF,LCD",SK_RF,0.3262964336340079,0.9747864299320036
"VF,LCD",XG_RF,3.575364408692253,0.7237245285423577
"VF,LCD",SK_GB,0.3369838805026968,0.9739605897980169
"VF,LCD",SK_LR,2.850771537697798,0.7797152512116762
"VF,PLD",SK_RF,0.3281425502598055,0.9746437768530843
"VF,PLD",XG_RF,3.3093463713860043,0.7442802678382865
"VF,PLD",SK_GB,0.34239969776733076,0.9735420988983263
"VF,PLD",SK_LR,3.041475418217449,0.7649791856035724
"PV,LCD",SK_RF,0.099321013,0.9923252691420913
"PV,LCD",XG_RF,3.575364408692253,0.7237245285423577
"PV,LCD",SK_GB,0.10687614918816767,0.9917414688044796
"PV,LCD",SK_LR,1.3010945110062726,0.8994618566529036
"PV,PLD",SK_RF,0.11989964874202581,0.9907351172643336
"PV,PLD",XG_RF,3.3093463713860043,0.7442802678382865
"PV,PLD",SK_GB,0.12290548959645108,0.9905028500030821
"PV,PLD",SK_LR,1.3463719974011763,0.8959631758275987
"LCD,PLD",SK_RF,2.1356696798704866,0.8349725845428368
"LCD,PLD",XG_RF,3.3093463713860043,0.7442802678382865
"LCD,PLD",SK_GB,2.2788455671733012,0.8239091008683379
"LCD,PLD",SK_LR,2.823334340046781,0.7818353776799272
"Density,GSA,VSA",SK_RF,0.24076960394703045,0.9813952570313061
"Density,GSA,VSA",XG_RF,11.172542646795707,0.13667555686915045
"Density,GSA,VSA",SK_GB,0.22095272843573538,0.9829265461528821
"Density,GSA,VSA",SK_LR,1.225024302592058,0.9053399519436729
"Density,GSA,VF",SK_RF,0.068314392,0.9947212119764876
"Density,GSA,VF",XG_RF,0.4085421290155495,0.9684311425627902
"Density,GSA,VF",SK_GB,0.085406617,0.9934004619673711
"Density,GSA,VF",SK_LR,3.879051911409149,0.7002579952332137
"Density,GSA,PV",SK_RF,0.058597669,0.9954720423550141
"Density,GSA,PV",XG_RF,0.25653880612697844,0.98017674
"Density,GSA,PV",SK_GB,0.12948425129464258,0.9899944960894624
"Density,GSA,PV",SK_LR,0.6990606258705332,0.9459822043536822
"Density,GSA,LCD",SK_RF,0.13672682890538612,0.9894348478088251
"Density,GSA,LCD",XG_RF,3.575364408692253,0.7237245285423577
"Density,GSA,LCD",SK_GB,0.16273352340763966,0.9874252591450242
"Density,GSA,LCD",SK_LR,1.4690893938416236,0.8864805601604477
"Density,GSA,PLD",SK_RF,0.1789265296476625,0.9861739935614651
"Density,GSA,PLD",XG_RF,3.3093463713860043,0.7442802678382865
"Density,GSA,PLD",SK_GB,0.1943511805583415,0.9849821003121904
"Density,GSA,PLD",SK_LR,2.0934894451618926,0.8382319346113165
"Density,VSA,VF",SK_RF,0.068833338,0.9946811119810746
