Features,Model,MSE,R²
"Density,GSA,VSA,VF,PV",SK_RF,0.048590795885658775,0.9962452932044701
"Density,GSA,VSA,VF,PV",XG_RF,0.05736536831370422,0.9955672646576446
"Density,GSA,VSA,VF,PV",SK_GB,0.048416016283377904,0.9962587987696382
"Density,GSA,VSA,VF,PV",SK_LR,0.24470063114360427,0.9810914987935707
"Density,GSA,VSA,VF,LCD",SK_RF,0.04353706350271999,0.9966358050900063
"Density,GSA,VSA,VF,LCD",XG_RF,0.05970169214917015,0.9953867322991661
"Density,GSA,VSA,VF,LCD",SK_GB,0.04506426032943899,0.9965177955740294
"Density,GSA,VSA,VF,LCD",SK_LR,0.5977814408841636,0.953808247067798
"Density,GSA,VSA,VF,PLD",SK_RF,0.04742136471116285,0.996335657461687
"Density,GSA,VSA,VF,PLD",XG_RF,0.12837437023133708,0.9900802587919386
"Density,GSA,VSA,VF,PLD",SK_GB,0.04858482121812342,0.9962457548788343
"Density,GSA,VSA,VF,PLD",SK_LR,0.6867640193872345,0.9469323874301941
"Density,GSA,VSA,PV,LCD",SK_RF,0.04210039954520019,0.9967468189523205
"Density,GSA,VSA,PV,LCD",XG_RF,0.07130158614087588,0.9944903855733258
"Density,GSA,VSA,PV,LCD",SK_GB,0.04844722017138883,0.9962563875835643
"Density,GSA,VSA,PV,LCD",SK_LR,0.21233325258470612,0.9835925900807881
"Density,GSA,VSA,PV,PLD",SK_RF,0.0451686100425496,0.996509732265541
"Density,GSA,VSA,PV,PLD",XG_RF,0.061341896432904976,0.9952599904737248
"Density,GSA,VSA,PV,PLD",SK_GB,0.050103997801026395,0.9961283651029422
"Density,GSA,VSA,PV,PLD",SK_LR,0.2977653170485508,0.9769910856774982
"Density,GSA,VSA,LCD,PLD",SK_RF,0.09302616483172091,0.9928116844581499
"Density,GSA,VSA,LCD,PLD",XG_RF,0.14238272744237745,0.9889978053549077
"Density,GSA,VSA,LCD,PLD",SK_GB,0.09852402684411435,0.99238685379871
"Density,GSA,VSA,LCD,PLD",SK_LR,0.5720424353303565,0.955797150877698
"Density,GSA,VF,PV,LCD",SK_RF,0.03781002276969517,0.9970783448419619
"Density,GSA,VF,PV,LCD",XG_RF,0.06481232477670136,0.9949918236193165
"Density,GSA,VF,PV,LCD",SK_GB,0.041739619956002096,0.996774697103945
"Density,GSA,VF,PV,LCD",SK_LR,0.4581033253394506,0.9646014510082449
"Density,GSA,VF,PV,PLD",SK_RF,0.04089533912185818,0.996839936351986
"Density,GSA,VF,PV,PLD",XG_RF,0.06648015541587236,0.9948629470508111
"Density,GSA,VF,PV,PLD",SK_GB,0.04397007865861625,0.9966023451534323
"Density,GSA,VF,PV,PLD",SK_LR,0.619302039108453,0.9521453079262628
"Density,GSA,VF,LCD,PLD",SK_RF,0.04150177062343976,0.9967930761917744
"Density,GSA,VF,LCD,PLD",XG_RF,0.0995442328311727,0.9923080204665402
"Density,GSA,VF,LCD,PLD",SK_GB,0.04531651554566681,0.9964983033151085
"Density,GSA,VF,LCD,PLD",SK_LR,1.2977584471695167,0.8997196408963982
"Density,GSA,PV,LCD,PLD",SK_RF,0.039449028698286114,0.99695169561579
"Density,GSA,PV,LCD,PLD",XG_RF,0.18824448956106185,0.9854539763901135
"Density,GSA,PV,LCD,PLD",SK_GB,0.04535725888933182,0.9964951549964497
"Density,GSA,PV,LCD,PLD",SK_LR,0.457453558346343,0.9646516597875016
"Density,VSA,VF,PV,LCD",SK_RF,0.038237687030197545,0.9970452983796464
"Density,VSA,VF,PV,LCD",XG_RF,0.06915338025187308,0.9946563816864296
"Density,VSA,VF,PV,LCD",SK_GB,0.03967214868860455,0.9969344546933355
"Density,VSA,VF,PV,LCD",SK_LR,0.8047106561227972,0.9378184177906967
"Density,VSA,VF,PV,PLD",SK_RF,0.040967830882022396,0.9968343347704611
"Density,VSA,VF,PV,PLD",XG_RF,0.06857501487270501,0.994701073121914
"Density,VSA,VF,PV,PLD",SK_GB,0.04285678592573349,0.9966883714823569
"Density,VSA,VF,PV,PLD",SK_LR,0.8263491621902632,0.936146367677177
"Density,VSA,VF,LCD,PLD",SK_RF,0.043558563599505336,0.9966341437350514
"Density,VSA,VF,LCD,PLD",XG_RF,0.10606977456848832,0.9918037789644403
"Density,VSA,VF,LCD,PLD",SK_GB,0.04430969261193601,0.9965761025123077
"Density,VSA,VF,LCD,PLD",SK_LR,2.2835313760080367,0.8235470191622524
"Density,VSA,PV,LCD,PLD",SK_RF,0.039575783517306645,0.9969419010205036
"Density,VSA,PV,LCD,PLD",XG_RF,0.18172906782375972,0.9859574358998189
"Density,VSA,PV,LCD,PLD",SK_GB,0.04631580904343394,0.9964210859323016
"Density,VSA,PV,LCD,PLD",SK_LR,0.8978189830225469,0.9306237534235282
"Density,VF,PV,LCD,PLD",SK_RF,0.03671405059331132,0.9971630327772668
"Density,VF,PV,LCD,PLD",XG_RF,0.08477487758165392,0.9934492777254551
"Density,VF,PV,LCD,PLD",SK_GB,0.03875662969676111,0.9970051986545622
"Density,VF,PV,LCD,PLD",SK_LR,0.815741664533291,0.9369660299776242
"GSA,VSA,VF,PV,LCD",SK_RF,0.041215803944591574,0.9968151734020134
"GSA,VSA,VF,PV,LCD",XG_RF,0.05909245959211227,0.9954338089024682
"GSA,VSA,VF,PV,LCD",SK_GB,0.04213690571858944,0.99674399804818
"GSA,VSA,VF,PV,LCD",SK_LR,0.18852310971990494,0.9854324468599892
"GSA,VSA,VF,PV,PLD",SK_RF,0.0437601583563825,0.9966185661099108
"GSA,VSA,VF,PV,PLD",XG_RF,0.05565266131141812,0.9956996089113869
"GSA,VSA,VF,PV,PLD",SK_GB,0.04420070812042208,0.9965845239592801
"GSA,VSA,VF,PV,PLD",SK_LR,0.23220001293011788,0.982057446259526
"GSA,VSA,VF,LCD,PLD",SK_RF,0.04787473353680759,0.9963006247568402
"GSA,VSA,VF,LCD,PLD",XG_RF,0.06744845656868231,0.9947881245077285
"GSA,VSA,VF,LCD,PLD",SK_GB,0.04683197107506689,0.996381201072372
"GSA,VSA,VF,LCD,PLD",SK_LR,0.5665261752992032,0.9562234031883953
"GSA,VSA,PV,LCD,PLD",SK_RF,0.0507345721122912,0.9960796393801291
"GSA,VSA,PV,LCD,PLD",XG_RF,0.09743641183971928,0.9924708959588247
"GSA,VSA,PV,LCD,PLD",SK_GB,0.05596591806615658,0.9956754029430688
"GSA,VSA,PV,LCD,PLD",SK_LR,0.2097418104401729,0.9837928359350276
"GSA,VF,PV,LCD,PLD",SK_RF,0.03842934345448389,0.9970304887090996
"GSA,VF,PV,LCD,PLD",XG_RF,0.07798550299393137,0.9939739061131421
"GSA,VF,PV,LCD,PLD",SK_GB,0.03847784647404158,0.9970267407849543
"GSA,VF,PV,LCD,PLD",SK_LR,0.47027854493461546,0.9636606477363946
"VSA,VF,PV,LCD,PLD",SK_RF,0.037944282691956197,0.9970679703125208
"VSA,VF,PV,LCD,PLD",XG_RF,0.0718341164690275,0.9944492359027866
"VSA,VF,PV,LCD,PLD",SK_GB,0.03828961602878486,0.9970412857233331
"VSA,VF,PV,LCD,PLD",SK_LR,0.8036093056869629,0.9379035213147349
"Density,GSA,VSA,VF,PV,LCD",SK_RF,0.03829031120213683,0.9970412320059148
"Density,GSA,VSA,VF,PV,LCD",XG_RF,0.04861104627791208,0.9962437284166534
"Density,GSA,VSA,VF,PV,LCD",SK_GB,0.040630640857618305,0.9968603901098096
"Density,GSA,VSA,VF,PV,LCD",SK_LR,0.17546470964538197,0.9864414952323175
"Density,GSA,VSA,VF,PV,PLD",SK_RF,0.040925588961526704,0.9968375988871123
"Density,GSA,VSA,VF,PV,PLD",XG_RF,0.051585968873136726,0.9960138502703734
"Density,GSA,VSA,VF,PV,PLD",SK_GB,0.042851603048506534,0.9966887719735197
"Density,GSA,VSA,VF,PV,PLD",SK_LR,0.2208449500277738,0.9829348744033956
"Density,GSA,VSA,VF,LCD,PLD",SK_RF,0.03925461433431178,0.9969667183977852
"Density,GSA,VSA,VF,LCD,PLD",XG_RF,0.054080744622869936,0.9958210740194372
"Density,GSA,VSA,VF,LCD,PLD",SK_GB,0.0440793095092975,0.9965939046698004
"Density,GSA,VSA,VF,LCD,PLD",SK_LR,0.5451442017435747,0.9578756305279119
"Density,GSA,VSA,PV,LCD,PLD",SK_RF,0.040627022425268104,0.9968606697132261
"Density,GSA,VSA,PV,LCD,PLD",XG_RF,0.0539694861131281,0.9958296711842906
"Density,GSA,VSA,PV,LCD,PLD",SK_GB,0.0467414694514625,0.9963881943116257
"Density,GSA,VSA,PV,LCD,PLD",SK_LR,0.20941730107484352,0.9838179114147971
"Density,GSA,VF,PV,LCD,PLD",SK_RF,0.03525447046693876,0.9972758174172223
"Density,GSA,VF,PV,LCD,PLD",XG_RF,0.0567309753647102,0.9956162854541392
"Density,GSA,VF,PV,LCD,PLD",SK_GB,0.03889114793838719,0.9969948041642734
"Density,GSA,VF,PV,LCD,PLD",SK_LR,0.4572093956964096,0.964670526717837
"Density,VSA,VF,PV,LCD,PLD",SK_RF,0.034882568261393264,0.997304555035386
"Density,VSA,VF,PV,LCD,PLD",XG_RF,0.06824072213812872,0.9947269045819536
"Density,VSA,VF,PV,LCD,PLD",SK_GB,0.04025552040855714,0.9968893764080079
"Density,VSA,VF,PV,LCD,PLD",SK_LR,0.7964481353469555,0.9384568790947317
"GSA,VSA,VF,PV,LCD,PLD",SK_RF,0.03748000263346063,0.9971038461498865
"GSA,VSA,VF,PV,LCD,PLD",XG_RF,0.06149176009883754,0.995248410212183
"GSA,VSA,VF,PV,LCD,PLD",SK_GB,0.04006795685579021,0.9969038698142865
"GSA,VSA,VF,PV,LCD,PLD",SK_LR,0.18705915265390158,0.9855455697147172
"Density,GSA,VSA,VF,PV,LCD,PLD",SK_RF,0.034931831715449266,0.9973007483509647
"Density,GSA,VSA,VF,PV,LCD,PLD",XG_RF,0.1148184531249061,0.991127751288232
"Density,GSA,VSA,VF,PV,LCD,PLD",SK_GB,0.039389151434745605,0.9969563224502391
"Density,GSA,VSA,VF,PV,LCD,PLD",SK_LR,0.17385645035660235,0.9865657686048872
