Features,Model,MSE,R²
"GSA,VSA,VF,LCD",XG_RF,0.05848962990890855,0.9954803907430579
"GSA,VSA,VF,LCD",SK_GB,0.048601510936384755,0.9962444652313316
"GSA,VSA,VF,LCD",SK_LR,0.6190336874283381,0.952166043990749
"GSA,VSA,VF,PLD",SK_RF,0.05353090425009376,0.9958635612713228
"GSA,VSA,VF,PLD",XG_RF,0.06154660579241669,0.9952441721770853
"GSA,VSA,VF,PLD",SK_GB,0.05121568934845884,0.9960424625007807
"GSA,VSA,VF,PLD",SK_LR,0.7053027764287261,0.9454998610478693
"GSA,VSA,PV,LCD",SK_RF,0.053726801260347894,0.9958484239223204
"GSA,VSA,PV,LCD",XG_RF,0.09324812386678455,0.9927945332450016
"GSA,VSA,PV,LCD",SK_GB,0.06888900032367627,0.9946768108457983
"GSA,VSA,PV,LCD",SK_LR,0.21254276657773002,0.983576400520625
"GSA,VSA,PV,PLD",SK_RF,0.054973447214399264,0.9957520931265395
"GSA,VSA,PV,PLD",XG_RF,0.08680910698838219,0.9932920888003122
"GSA,VSA,PV,PLD",SK_GB,0.0672644071089727,0.994802346373094
"GSA,VSA,PV,PLD",SK_LR,0.30192692191179654,0.9766695102479228
"GSA,VSA,LCD,PLD",SK_RF,0.10255166157521045,0.9920756305059213
"GSA,VSA,LCD,PLD",XG_RF,0.13665811625834803,0.9894401573708125
"GSA,VSA,LCD,PLD",SK_GB,0.10467431592678118,0.9919116088105953
"GSA,VSA,LCD,PLD",SK_LR,0.57673236456781,0.9554347507799541
"GSA,VF,PV,LCD",SK_RF,0.04012282072029061,0.9968996303750858
"GSA,VF,PV,LCD",XG_RF,0.06715727671144506,0.9948106245505609
"GSA,VF,PV,LCD",SK_GB,0.04121586688295895,0.9968151685386414
"GSA,VF,PV,LCD",SK_LR,0.47106558049362063,0.963599831943859
"GSA,VF,PV,PLD",SK_RF,0.04358134003563941,0.9966323837548335
"GSA,VF,PV,PLD",XG_RF,0.08593041506501038,0.9933599870612014
"GSA,VF,PV,PLD",SK_GB,0.04351729836657454,0.9966373323811248
"GSA,VF,PV,PLD",SK_LR,0.6288920238545883,0.9514042708586653
"GSA,VF,LCD,PLD",SK_RF,0.09727124835448156,0.9924836584676309
"GSA,VF,LCD,PLD",XG_RF,0.13444886707527143,0.9896108704198482
"GSA,VF,LCD,PLD",SK_GB,0.0980402570716361,0.9924242356447796
"GSA,VF,LCD,PLD",SK_LR,1.3253523226180437,0.8975874076251962
"GSA,PV,LCD,PLD",SK_RF,0.0652110245882828,0.9949610152971922
"GSA,PV,LCD,PLD",XG_RF,0.2706988984194363,0.9790825613182045
"GSA,PV,LCD,PLD",SK_GB,0.06830935073543482,0.9947216015146549
"GSA,PV,LCD,PLD",SK_LR,0.48072149345233434,0.9628537004730258
"VSA,VF,PV,LCD",SK_RF,0.04260391853928471,0.9967079110448803
"VSA,VF,PV,LCD",XG_RF,0.07036631973912012,0.99456265545593
"VSA,VF,PV,LCD",SK_GB,0.04069225341344134,0.9968556291858977
"VSA,VF,PV,LCD",SK_LR,0.8124172565778361,0.937222913548143
"VSA,VF,PV,PLD",SK_RF,0.04353631249336796,0.9966358631219826
"VSA,VF,PV,PLD",XG_RF,0.07668908125429291,0.9940740831822139
"VSA,VF,PV,PLD",SK_GB,0.04285733661507806,0.9966883289295033
"VSA,VF,PV,PLD",SK_LR,0.8341916712844565,0.9355403615055706
"VSA,VF,LCD,PLD",SK_RF,0.26138494115302224,0.9798022691971158
"VSA,VF,LCD,PLD",XG_RF,0.2960810210542258,0.9771212345565257
"VSA,VF,LCD,PLD",SK_GB,0.273811778713011,0.9788420229080196
"VSA,VF,LCD,PLD",SK_LR,2.327736152711141,0.8201312287341106
"VSA,PV,LCD,PLD",SK_RF,0.06254379717015482,0.995167117229246
"VSA,PV,LCD,PLD",XG_RF,0.1867301293663458,0.9855709939941749
"VSA,PV,LCD,PLD",SK_GB,0.06736324400595853,0.9947947090507987
"VSA,PV,LCD,PLD",SK_LR,1.0139744184959858,0.9216481934443065
"VF,PV,LCD,PLD",SK_RF,0.042451546542419206,0.9967196851301088
"VF,PV,LCD,PLD",XG_RF,0.08167699625938236,0.993688657135495
"VF,PV,LCD,PLD",SK_GB,0.04017677664170197,0.9968954610944414
"VF,PV,LCD,PLD",SK_LR,0.8197236169090535,0.9366583366506835
